Tarih,Mahalle,Elektrik_Tuketim,Su_Tuketim,Dogalgaz_Tuketim
2022-08-31 18:00:00,Universite,7787.57,766.94,604.58
2022-08-31 18:30:00,Çaydaçıra,8107.9,315.66,302.36
2022-08-31 18:30:00,İzzetpaşa,5228.71,232.15,246.41
2022-08-31 18:30:00,Sanayi,14545.84,92.83,52.87
2022-08-31 18:30:00,Kültürpark,8055.1,798.86,6.71
2022-08-31 18:30:00,Universite,6731.04,816.62,643.17
2022-08-31 19:00:00,Çaydaçıra,9033.14,360.42,353.58
2022-08-31 19:00:00,İzzetpaşa,6882.39,255.67,336.06
2022-08-31 19:00:00,Sanayi,13557.86,104.14,49.84
2022-08-31 19:00:00,Kültürpark,8438.55,753.16,6.9
2022-08-31 19:00:00,Universite,6952.87,865.75,546.27
2022-08-31 19:30:00,Çaydaçıra,9685.68,343.85,316.62
2022-08-31 19:30:00,İzzetpaşa,6995.34,261.02,262.83
2022-08-31 19:30:00,Sanayi,15552.41,90.33,51.05
2022-08-31 19:30:00,Kültürpark,7798.97,688.53,7.28
2022-08-31 19:30:00,Universite,7412.51,784.57,555.27
2022-08-31 20:00:00,Çaydaçıra,10412.69,376.94,246.25
2022-08-31 20:00:00,İzzetpaşa,6701.19,198.54,259.62
2022-08-31 20:00:00,Sanayi,13266.51,88.07,52.35
2022-08-31 20:00:00,Kültürpark,8726.41,603.52,7.74
2022-08-31 20:00:00,Universite,8230.48,998.93,523.83
2022-08-31 20:30:00,Çaydaçıra,8555.26,341.91,220.4
2022-08-31 20:30:00,İzzetpaşa,7546.14,226.51,217.53
2022-08-31 20:30:00,Sanayi,12853.42,94.69,50.4
2022-08-31 20:30:00,Kültürpark,7996.22,649.4,6.19
2022-08-31 20:30:00,Universite,7765.89,751.65,476.49
2022-08-31 21:00:00,Çaydaçıra,10311.42,299.5,193.84
2022-08-31 21:00:00,İzzetpaşa,6765.24,214.18,179.28
2022-08-31 21:00:00,Sanayi,14299.24,92.36,54.53
2022-08-31 21:00:00,Kültürpark,8094.21,476.9,7.03
2022-08-31 21:00:00,Universite,8076.28,860.13,463.66
2022-08-31 21:30:00,Çaydaçıra,10011.54,297.61,167.94
2022-08-31 21:30:00,İzzetpaşa,6468.49,208.93,152.45
2022-08-31 21:30:00,Sanayi,12257.11,81.07,51.09
2022-08-31 21:30:00,Kültürpark,8348.12,456.87,7.43
2022-08-31 21:30:00,Universite,6284.59,853.35,430.74
2022-08-31 22:00:00,Çaydaçıra,7325.06,264.97,145.72
2022-08-31 22:00:00,İzzetpaşa,5591.14,197.09,123.96
2022-08-31 22:00:00,Sanayi,12348.53,90.27,47.73
2022-08-31 22:00:00,Kültürpark,7323.7,338.96,6.61
2022-08-31 22:00:00,Universite,6951.78,806.35,413.04
2022-08-31 22:30:00,Çaydaçıra,7237.91,200.42,133.12
2022-08-31 22:30:00,İzzetpaşa,4934.58,149.23,122.24
2022-08-31 22:30:00,Sanayi,12985.8,93.97,50.1
2022-08-31 22:30:00,Kültürpark,8511.76,381.65,7.22
2022-08-31 22:30:00,Universite,7082.32,763.5,384.16
2022-08-31 23:00:00,Çaydaçıra,5906.53,179.73,106.67
2022-08-31 23:00:00,İzzetpaşa,4111.38,111.99,103.34
2022-08-31 23:00:00,Sanayi,11335.63,80.44,50.68
2022-08-31 23:00:00,Kültürpark,7616.55,270.29,6.5
2022-08-31 23:00:00,Universite,8032.59,802.13,347.46
2022-08-31 23:30:00,Çaydaçıra,4828.14,130.61,92.51
2022-08-31 23:30:00,İzzetpaşa,3609.45,98.49,80.55
2022-08-31 23:30:00,Sanayi,11701.69,74.68,49.41
2022-08-31 23:30:00,Kültürpark,6816.01,221.74,7.42
2022-08-31 23:30:00,Universite,8600.04,828.6,305.96
2022-09-01 00:00:00,Çaydaçıra,3971.1,101.01,81.26
2022-09-01 00:00:00,İzzetpaşa,3277.65,65.62,67.01
2022-09-01 00:00:00,Sanayi,13851.3,80.58,54.11
2022-09-01 00:00:00,Kültürpark,2549.19,151.09,7.12
2022-09-01 00:00:00,Universite,6864.65,770.91,263.63
2022-09-01 00:30:00,Çaydaçıra,4307.35,75.85,70.61
2022-09-01 00:30:00,İzzetpaşa,2708.77,59.63,62.67
2022-09-01 00:30:00,Sanayi,12056.74,63.0,52.57
2022-09-01 00:30:00,Kültürpark,2241.4,698.96,7.02
2022-09-01 00:30:00,Universite,6897.71,712.52,324.65
2022-09-01 01:00:00,Çaydaçıra,3600.4,74.11,65.96
2022-09-01 01:00:00,İzzetpaşa,2563.05,60.68,59.56
2022-09-01 01:00:00,Sanayi,12318.58,84.62,47.02
2022-09-01 01:00:00,Kültürpark,2581.13,1058.12,6.63
2022-09-01 01:00:00,Universite,7227.61,875.17,294.97
2022-09-01 01:30:00,Çaydaçıra,3044.87,67.87,61.25
2022-09-01 01:30:00,İzzetpaşa,2584.25,50.08,49.76
2022-09-01 01:30:00,Sanayi,13835.18,78.45,50.07
2022-09-01 01:30:00,Kültürpark,2654.75,1416.68,6.64
2022-09-01 01:30:00,Universite,7559.84,769.98,326.74
2022-09-01 02:00:00,Çaydaçıra,2662.92,59.6,51.31
2022-09-01 02:00:00,İzzetpaşa,2473.03,50.97,43.69
2022-09-01 02:00:00,Sanayi,12555.36,95.47,52.1
2022-09-01 02:00:00,Kültürpark,2681.71,2308.57,6.36
2022-09-01 02:00:00,Universite,7239.27,706.3,362.97
2022-09-01 02:30:00,Çaydaçıra,3256.84,50.35,48.42
2022-09-01 02:30:00,İzzetpaşa,2180.85,42.94,44.15
2022-09-01 02:30:00,Sanayi,14030.54,93.05,45.69
2022-09-01 02:30:00,Kültürpark,2963.88,2371.07,6.62
2022-09-01 02:30:00,Universite,6843.82,922.03,355.36
2022-09-01 03:00:00,Çaydaçıra,2671.31,46.39,43.12
2022-09-01 03:00:00,İzzetpaşa,1897.39,36.95,40.88
2022-09-01 03:00:00,Sanayi,15326.77,84.99,49.22
2022-09-01 03:00:00,Kültürpark,3302.94,2779.78,7.19
2022-09-01 03:00:00,Universite,6080.99,736.87,372.68
2022-09-01 03:30:00,Çaydaçıra,2647.09,28.96,36.09
2022-09-01 03:30:00,İzzetpaşa,1908.01,31.8,33.04
2022-09-01 03:30:00,Sanayi,14394.96,88.52,51.46
2022-09-01 03:30:00,Kültürpark,2699.91,2553.75,6.9
2022-09-01 03:30:00,Universite,6711.85,798.57,478.78
2022-09-01 04:00:00,Çaydaçıra,2116.03,22.96,30.68
2022-09-01 04:00:00,İzzetpaşa,1960.74,27.25,28.86
2022-09-01 04:00:00,Sanayi,12785.32,95.67,53.21
2022-09-01 04:00:00,Kültürpark,3157.11,2825.96,7.25
2022-09-01 04:00:00,Universite,7774.48,867.26,460.51
2022-09-01 04:30:00,Çaydaçıra,2059.91,94.89,24.88
2022-09-01 04:30:00,İzzetpaşa,1739.55,23.37,22.45
2022-09-01 04:30:00,Sanayi,12878.46,75.55,55.88
2022-09-01 04:30:00,Kültürpark,2730.19,2799.1,7.01
2022-09-01 04:30:00,Universite,7813.86,729.18,481.98
2022-09-01 05:00:00,Çaydaçıra,1562.79,144.4,19.34
2022-09-01 05:00:00,İzzetpaşa,1688.26,15.83,18.65
2022-09-01 05:00:00,Sanayi,12447.19,90.62,50.1
2022-09-01 05:00:00,Kültürpark,3201.37,2486.16,6.9
2022-09-01 05:00:00,Universite,6697.61,818.56,487.74
2022-09-01 05:30:00,Çaydaçıra,3170.38,219.3,99.04
2022-09-01 05:30:00,İzzetpaşa,1379.83,68.06,96.84
2022-09-01 05:30:00,Sanayi,14132.19,98.63,47.6
2022-09-01 05:30:00,Kültürpark,3242.32,2455.15,6.55
2022-09-01 05:30:00,Universite,7102.96,807.44,487.94
2022-09-01 06:00:00,Çaydaçıra,4815.87,225.77,198.56
2022-09-01 06:00:00,İzzetpaşa,1079.12,107.37,173.26
2022-09-01 06:00:00,Sanayi,12943.08,80.27,51.66
2022-09-01 06:00:00,Kültürpark,3081.34,1833.01,6.67
2022-09-01 06:00:00,Universite,7766.54,877.77,591.17
2022-09-01 06:30:00,Çaydaçıra,6624.03,303.43,308.61
2022-09-01 06:30:00,İzzetpaşa,2629.65,164.9,279.92
2022-09-01 06:30:00,Sanayi,12213.88,103.29,45.34
2022-09-01 06:30:00,Kültürpark,3898.78,1935.15,7.14
2022-09-01 06:30:00,Universite,7431.24,897.37,550.12
2022-09-01 07:00:00,Çaydaçıra,8027.53,379.92,390.11
2022-09-01 07:00:00,İzzetpaşa,3652.1,207.39,353.18
2022-09-01 07:00:00,Sanayi,16154.27,105.14,53.88
2022-09-01 07:00:00,Kültürpark,4549.44,1571.05,7.53
2022-09-01 07:00:00,Universite,7939.96,782.15,592.95
2022-09-01 07:30:00,Çaydaçıra,7694.69,416.04,312.61
2022-09-01 07:30:00,İzzetpaşa,5353.9,214.8,319.44
2022-09-01 07:30:00,Sanayi,19252.41,125.98,50.02
2022-09-01 07:30:00,Kültürpark,4904.78,1358.46,6.85
2022-09-01 07:30:00,Universite,6561.91,702.14,595.97
2022-09-01 08:00:00,Çaydaçıra,7938.22,513.07,315.28
2022-09-01 08:00:00,İzzetpaşa,6132.4,314.62,291.16
2022-09-01 08:00:00,Sanayi,19884.02,117.21,47.92
2022-09-01 08:00:00,Kültürpark,4353.56,1064.25,6.59
2022-09-01 08:00:00,Universite,6812.85,895.38,612.23
2022-09-01 08:30:00,Çaydaçıra,6695.2,567.38,319.73
2022-09-01 08:30:00,İzzetpaşa,6034.36,272.63,279.67
2022-09-01 08:30:00,Sanayi,20845.3,124.63,51.45
2022-09-01 08:30:00,Kültürpark,5064.22,744.54,6.84
2022-09-01 08:30:00,Universite,7076.33,819.46,597.67
2022-09-01 09:00:00,Çaydaçıra,6012.58,507.13,284.59
2022-09-01 09:00:00,İzzetpaşa,5131.11,342.43,231.48
2022-09-01 09:00:00,Sanayi,20825.12,140.56,51.57
2022-09-01 09:00:00,Kültürpark,4480.97,601.91,6.48
2022-09-01 09:00:00,Universite,7491.44,796.35,590.27
2022-09-01 09:30:00,Çaydaçıra,4782.18,501.02,242.77
2022-09-01 09:30:00,İzzetpaşa,5799.66,352.19,215.37
2022-09-01 09:30:00,Sanayi,20401.43,120.01,46.87
2022-09-01 09:30:00,Kültürpark,4990.04,575.24,7.42
2022-09-01 09:30:00,Universite,7416.38,744.92,627.99
2022-09-01 10:00:00,Çaydaçıra,4179.09,383.55,201.63
2022-09-01 10:00:00,İzzetpaşa,4975.06,398.61,162.81
2022-09-01 10:00:00,Sanayi,17223.31,141.19,52.69
2022-09-01 10:00:00,Kültürpark,5209.41,811.65,8.0
2022-09-01 10:00:00,Universite,7922.76,684.01,595.06
2022-09-01 10:30:00,Çaydaçıra,3764.67,288.8,139.63
2022-09-01 10:30:00,İzzetpaşa,3894.44,360.82,123.31
2022-09-01 10:30:00,Sanayi,20105.83,117.31,55.97
2022-09-01 10:30:00,Kültürpark,5287.8,988.15,6.91
2022-09-01 10:30:00,Universite,8320.77,669.81,584.04
2022-09-01 11:00:00,Çaydaçıra,4009.02,165.51,96.12
2022-09-01 11:00:00,İzzetpaşa,2964.03,259.71,88.84
2022-09-01 11:00:00,Sanayi,18008.82,120.01,49.44
2022-09-01 11:00:00,Kültürpark,4674.17,1093.57,7.01
2022-09-01 11:00:00,Universite,7313.58,714.56,555.16
2022-09-01 11:30:00,Çaydaçıra,3837.25,170.66,99.86
2022-09-01 11:30:00,İzzetpaşa,3129.84,200.73,81.94
2022-09-01 11:30:00,Sanayi,18877.7,134.88,46.83
2022-09-01 11:30:00,Kültürpark,5226.6,1182.57,7.21
2022-09-01 11:30:00,Universite,7640.65,758.35,574.47
2022-09-01 12:00:00,Çaydaçıra,4097.24,157.92,96.19
2022-09-01 12:00:00,İzzetpaşa,3408.73,113.39,84.33
2022-09-01 12:00:00,Sanayi,18271.41,123.42,52.67
2022-09-01 12:00:00,Kültürpark,4721.95,1535.87,6.82
2022-09-01 12:00:00,Universite,6984.3,855.13,579.09
2022-09-01 12:30:00,Çaydaçıra,4458.01,157.0,92.4
2022-09-01 12:30:00,İzzetpaşa,2722.37,120.88,79.95
2022-09-01 12:30:00,Sanayi,21312.69,119.65,49.9
2022-09-01 12:30:00,Kültürpark,5206.4,1601.58,7.62
2022-09-01 12:30:00,Universite,8016.09,850.65,581.09
2022-09-01 13:00:00,Çaydaçıra,4293.01,156.15,95.97
2022-09-01 13:00:00,İzzetpaşa,2845.85,123.29,80.61
2022-09-01 13:00:00,Sanayi,19861.29,119.11,50.05
2022-09-01 13:00:00,Kültürpark,5467.42,1647.95,7.27
2022-09-01 13:00:00,Universite,6602.96,713.64,532.56
2022-09-01 13:30:00,Çaydaçıra,3541.7,169.43,99.97
2022-09-01 13:30:00,İzzetpaşa,3151.94,120.19,88.86
2022-09-01 13:30:00,Sanayi,20838.12,116.73,51.45
2022-09-01 13:30:00,Kültürpark,6530.76,1368.44,6.87
2022-09-01 13:30:00,Universite,7206.52,720.92,485.32
2022-09-01 14:00:00,Çaydaçıra,4082.68,169.34,99.77
2022-09-01 14:00:00,İzzetpaşa,3014.96,106.7,88.38
2022-09-01 14:00:00,Sanayi,19201.15,139.11,53.07
2022-09-01 14:00:00,Kültürpark,5669.78,1464.25,7.0
2022-09-01 14:00:00,Universite,7134.4,771.32,517.62
2022-09-01 14:30:00,Çaydaçıra,4362.41,189.23,91.13
2022-09-01 14:30:00,İzzetpaşa,3056.21,106.68,81.5
2022-09-01 14:30:00,Sanayi,20360.36,129.87,51.2
2022-09-01 14:30:00,Kültürpark,5562.16,1291.87,6.8
2022-09-01 14:30:00,Universite,7575.67,750.45,508.54
2022-09-01 15:00:00,Çaydaçıra,3725.76,145.49,104.55
2022-09-01 15:00:00,İzzetpaşa,2907.59,112.66,84.38
2022-09-01 15:00:00,Sanayi,21287.96,101.35,47.29
2022-09-01 15:00:00,Kültürpark,6070.5,1167.84,6.23
2022-09-01 15:00:00,Universite,6297.78,853.59,555.19
2022-09-01 15:30:00,Çaydaçıra,4534.78,153.03,98.98
2022-09-01 15:30:00,İzzetpaşa,2923.6,115.96,88.02
2022-09-01 15:30:00,Sanayi,18820.54,124.83,48.89
2022-09-01 15:30:00,Kültürpark,6464.06,1288.11,7.2
2022-09-01 15:30:00,Universite,7335.43,762.88,488.28
2022-09-01 16:00:00,Çaydaçıra,4454.74,164.8,95.71
2022-09-01 16:00:00,İzzetpaşa,2802.97,117.32,85.35
2022-09-01 16:00:00,Sanayi,20312.62,114.53,54.33
2022-09-01 16:00:00,Kültürpark,6499.87,1174.26,7.28
2022-09-01 16:00:00,Universite,8721.63,764.53,567.59
2022-09-01 16:30:00,Çaydaçıra,5463.13,157.57,89.53
2022-09-01 16:30:00,İzzetpaşa,3817.51,119.89,89.07
2022-09-01 16:30:00,Sanayi,18700.89,105.35,53.61
2022-09-01 16:30:00,Kültürpark,6671.99,1069.9,6.89
2022-09-01 16:30:00,Universite,7384.91,755.12,581.89
2022-09-01 17:00:00,Çaydaçıra,5933.03,151.08,97.3
2022-09-01 17:00:00,İzzetpaşa,4252.52,116.46,79.57
2022-09-01 17:00:00,Sanayi,18699.45,122.15,47.24
2022-09-01 17:00:00,Kültürpark,5822.17,1146.59,7.25
2022-09-01 17:00:00,Universite,8192.91,789.89,504.81
2022-09-01 17:30:00,Çaydaçıra,6699.73,226.14,145.7
2022-09-01 17:30:00,İzzetpaşa,4939.49,160.2,144.14
2022-09-01 17:30:00,Sanayi,17271.81,98.41,48.28
2022-09-01 17:30:00,Kültürpark,7708.23,1148.56,6.38
2022-09-01 17:30:00,Universite,7420.62,846.6,585.11
2022-09-01 18:00:00,Çaydaçıra,6932.93,263.93,236.31
2022-09-01 18:00:00,İzzetpaşa,5621.23,179.9,196.22
2022-09-01 18:00:00,Sanayi,13917.92,94.01,51.69
2022-09-01 18:00:00,Kültürpark,7532.63,965.09,7.0
2022-09-01 18:00:00,Universite,7327.99,824.84,637.81
2022-09-01 18:30:00,Çaydaçıra,7985.05,286.68,304.12
2022-09-01 18:30:00,İzzetpaşa,6787.05,241.61,237.7
2022-09-01 18:30:00,Sanayi,14091.9,94.39,47.36
2022-09-01 18:30:00,Kültürpark,8813.22,778.26,7.5
2022-09-01 18:30:00,Universite,7516.62,773.12,571.12
2022-09-01 19:00:00,Çaydaçıra,8702.81,343.24,340.83
2022-09-01 19:00:00,İzzetpaşa,6054.26,222.31,330.73
2022-09-01 19:00:00,Sanayi,13284.44,94.89,52.06
2022-09-01 19:00:00,Kültürpark,8710.18,750.71,7.41
2022-09-01 19:00:00,Universite,6231.12,787.17,564.99
2022-09-01 19:30:00,Çaydaçıra,8987.0,364.82,291.68
2022-09-01 19:30:00,İzzetpaşa,5887.2,261.76,269.16
2022-09-01 19:30:00,Sanayi,9320.42,93.74,48.03
2022-09-01 19:30:00,Kültürpark,8308.02,806.33,7.3
2022-09-01 19:30:00,Universite,7014.38,839.1,528.23
2022-09-01 20:00:00,Çaydaçıra,9824.68,310.78,257.78
2022-09-01 20:00:00,İzzetpaşa,6854.66,259.9,233.59
2022-09-01 20:00:00,Sanayi,13140.24,106.81,47.32
2022-09-01 20:00:00,Kültürpark,7576.94,671.38,6.96
2022-09-01 20:00:00,Universite,7215.56,739.0,526.59
2022-09-01 20:30:00,Çaydaçıra,8567.16,309.17,238.41
2022-09-01 20:30:00,İzzetpaşa,7123.29,252.82,216.86
2022-09-01 20:30:00,Sanayi,14681.82,114.81,48.72
2022-09-01 20:30:00,Kültürpark,8658.88,652.01,7.53
2022-09-01 20:30:00,Universite,6631.69,846.98,513.0
2022-09-01 21:00:00,Çaydaçıra,10913.18,302.2,183.86
2022-09-01 21:00:00,İzzetpaşa,7251.73,231.3,167.22
2022-09-01 21:00:00,Sanayi,13366.42,85.43,48.59
2022-09-01 21:00:00,Kültürpark,7896.7,585.58,7.45
2022-09-01 21:00:00,Universite,6047.31,872.61,410.81
2022-09-01 21:30:00,Çaydaçıra,8285.61,308.58,165.6
2022-09-01 21:30:00,İzzetpaşa,6091.2,219.94,145.11
2022-09-01 21:30:00,Sanayi,14149.06,77.07,48.7
2022-09-01 21:30:00,Kültürpark,7917.98,429.1,7.25
2022-09-01 21:30:00,Universite,6730.14,772.14,461.43
2022-09-01 22:00:00,Çaydaçıra,8090.3,238.86,149.85
2022-09-01 22:00:00,İzzetpaşa,5560.68,185.24,147.97
2022-09-01 22:00:00,Sanayi,14629.52,101.49,47.85
2022-09-01 22:00:00,Kültürpark,8235.01,364.51,7.12
2022-09-01 22:00:00,Universite,7766.5,922.92,401.08
2022-09-01 22:30:00,Çaydaçıra,7208.56,219.35,129.9
2022-09-01 22:30:00,İzzetpaşa,4684.54,151.18,123.1
2022-09-01 22:30:00,Sanayi,12510.44,89.1,52.02
2022-09-01 22:30:00,Kültürpark,8283.99,373.29,6.73
2022-09-01 22:30:00,Universite,7025.11,916.2,354.58
2022-09-01 23:00:00,Çaydaçıra,5695.88,191.75,110.28
2022-09-01 23:00:00,İzzetpaşa,3854.77,109.71,98.28
2022-09-01 23:00:00,Sanayi,12350.78,86.17,52.54
2022-09-01 23:00:00,Kültürpark,6991.64,281.36,7.01
2022-09-01 23:00:00,Universite,7215.09,743.8,327.46
2022-09-01 23:30:00,Çaydaçıra,5892.37,127.25,97.68
2022-09-01 23:30:00,İzzetpaşa,3727.79,101.29,80.02
2022-09-01 23:30:00,Sanayi,13072.84,71.41,49.35
2022-09-01 23:30:00,Kültürpark,7225.58,200.14,6.9
2022-09-01 23:30:00,Universite,7992.31,706.11,280.53
2022-09-02 00:00:00,Çaydaçıra,4197.16,94.46,78.81
2022-09-02 00:00:00,İzzetpaşa,3292.71,66.78,70.81
2022-09-02 00:00:00,Sanayi,13909.65,86.37,52.13
2022-09-02 00:00:00,Kültürpark,2521.07,121.62,7.17
2022-09-02 00:00:00,Universite,7477.75,835.8,271.73
2022-09-02 00:30:00,Çaydaçıra,3977.46,81.5,69.61
2022-09-02 00:30:00,İzzetpaşa,3143.69,71.28,62.87
2022-09-02 00:30:00,Sanayi,10697.4,84.6,51.23
2022-09-02 00:30:00,Kültürpark,2455.78,598.43,6.83
2022-09-02 00:30:00,Universite,6765.87,795.52,281.16
2022-09-02 01:00:00,Çaydaçıra,3952.51,74.24,63.73
2022-09-02 01:00:00,İzzetpaşa,2252.91,57.5,57.11
2022-09-02 01:00:00,Sanayi,12820.57,89.41,49.16
2022-09-02 01:00:00,Kültürpark,2499.46,977.45,7.64
2022-09-02 01:00:00,Universite,7386.94,743.79,303.38
2022-09-02 01:30:00,Çaydaçıra,3054.21,56.13,59.63
2022-09-02 01:30:00,İzzetpaşa,2701.61,47.96,55.71
2022-09-02 01:30:00,Sanayi,11526.76,87.0,48.36
2022-09-02 01:30:00,Kültürpark,2960.12,1400.21,6.6
2022-09-02 01:30:00,Universite,7545.37,732.92,363.43
2022-09-02 02:00:00,Çaydaçıra,3120.1,55.57,54.07
2022-09-02 02:00:00,İzzetpaşa,1902.66,40.47,44.91
2022-09-02 02:00:00,Sanayi,12658.83,71.65,47.06
2022-09-02 02:00:00,Kültürpark,2563.42,1956.07,6.05
2022-09-02 02:00:00,Universite,6606.47,689.53,354.31
2022-09-02 02:30:00,Çaydaçıra,3372.75,45.39,48.99
2022-09-02 02:30:00,İzzetpaşa,1827.57,42.96,42.51
2022-09-02 02:30:00,Sanayi,12254.95,82.6,51.95
2022-09-02 02:30:00,Kültürpark,2859.59,2292.56,6.82
2022-09-02 02:30:00,Universite,7548.87,788.56,360.43
2022-09-02 03:00:00,Çaydaçıra,2431.12,42.94,41.34
2022-09-02 03:00:00,İzzetpaşa,2138.3,37.57,39.38
2022-09-02 03:00:00,Sanayi,14424.97,80.62,51.1
2022-09-02 03:00:00,Kültürpark,2770.44,2404.43,6.88
2022-09-02 03:00:00,Universite,7996.33,775.52,398.91
2022-09-02 03:30:00,Çaydaçıra,2347.59,30.01,36.86
2022-09-02 03:30:00,İzzetpaşa,2236.42,33.12,34.36
2022-09-02 03:30:00,Sanayi,13463.15,95.57,43.88
2022-09-02 03:30:00,Kültürpark,2661.86,2403.49,6.86
2022-09-02 03:30:00,Universite,6703.01,739.85,425.38
2022-09-02 04:00:00,Çaydaçıra,1961.57,23.17,29.66
2022-09-02 04:00:00,İzzetpaşa,1738.12,27.28,26.71
2022-09-02 04:00:00,Sanayi,13293.58,91.3,49.01
2022-09-02 04:00:00,Kültürpark,3005.83,2617.91,7.07
2022-09-02 04:00:00,Universite,7475.81,703.53,464.2
2022-09-02 04:30:00,Çaydaçıra,2022.32,85.04,25.77
2022-09-02 04:30:00,İzzetpaşa,1570.21,19.81,21.65
2022-09-02 04:30:00,Sanayi,12606.86,107.92,52.19
2022-09-02 04:30:00,Kültürpark,2731.09,3184.28,7.48
2022-09-02 04:30:00,Universite,6917.32,766.0,487.79
2022-09-02 05:00:00,Çaydaçıra,1494.16,131.99,20.21
2022-09-02 05:00:00,İzzetpaşa,1323.23,15.31,17.85
2022-09-02 05:00:00,Sanayi,14562.61,106.69,45.63
2022-09-02 05:00:00,Kültürpark,2894.26,2553.02,6.48
2022-09-02 05:00:00,Universite,7803.97,800.23,486.39
2022-09-02 05:30:00,Çaydaçıra,2861.05,173.01,100.15
2022-09-02 05:30:00,İzzetpaşa,1333.26,64.42,97.67
2022-09-02 05:30:00,Sanayi,13600.23,91.3,51.11
2022-09-02 05:30:00,Kültürpark,2652.46,2147.82,7.12
2022-09-02 05:30:00,Universite,6643.72,846.05,521.84
2022-09-02 06:00:00,Çaydaçıra,4784.26,251.04,190.8
2022-09-02 06:00:00,İzzetpaşa,1020.2,102.68,183.3
2022-09-02 06:00:00,Sanayi,12098.24,84.48,50.0
2022-09-02 06:00:00,Kültürpark,3618.58,2163.39,7.02
2022-09-02 06:00:00,Universite,6393.84,889.9,562.87
2022-09-02 06:30:00,Çaydaçıra,5445.73,288.9,277.18
2022-09-02 06:30:00,İzzetpaşa,2415.1,166.18,263.96
2022-09-02 06:30:00,Sanayi,14145.02,100.44,48.46
2022-09-02 06:30:00,Kültürpark,4090.51,1662.69,7.14
2022-09-02 06:30:00,Universite,6661.1,778.82,515.9
2022-09-02 07:00:00,Çaydaçıra,8007.95,351.7,379.71
2022-09-02 07:00:00,İzzetpaşa,3331.21,180.89,327.16
2022-09-02 07:00:00,Sanayi,12458.74,98.15,48.01
2022-09-02 07:00:00,Kültürpark,5123.3,1826.41,7.18
2022-09-02 07:00:00,Universite,6646.34,841.0,546.82
2022-09-02 07:30:00,Çaydaçıra,7625.78,418.51,366.99
2022-09-02 07:30:00,İzzetpaşa,4864.38,211.96,321.32
2022-09-02 07:30:00,Sanayi,18656.55,103.51,47.39
2022-09-02 07:30:00,Kültürpark,4713.05,1391.46,6.05
2022-09-02 07:30:00,Universite,6933.44,762.28,586.44
2022-09-02 08:00:00,Çaydaçıra,8515.77,509.89,326.59
2022-09-02 08:00:00,İzzetpaşa,5821.51,269.18,325.76
2022-09-02 08:00:00,Sanayi,16083.02,113.11,49.49
2022-09-02 08:00:00,Kültürpark,4096.64,1036.34,6.82
2022-09-02 08:00:00,Universite,6305.2,724.93,636.13
2022-09-02 08:30:00,Çaydaçıra,6840.78,503.41,295.49
2022-09-02 08:30:00,İzzetpaşa,6372.93,290.8,279.76
2022-09-02 08:30:00,Sanayi,18359.32,124.78,54.08
2022-09-02 08:30:00,Kültürpark,4280.6,788.6,7.33
2022-09-02 08:30:00,Universite,6687.24,799.14,596.46
2022-09-02 09:00:00,Çaydaçıra,5654.37,506.48,283.49
2022-09-02 09:00:00,İzzetpaşa,6207.21,336.57,245.88
2022-09-02 09:00:00,Sanayi,19807.49,136.5,50.16
2022-09-02 09:00:00,Kültürpark,5064.95,567.01,6.97
2022-09-02 09:00:00,Universite,7265.35,795.29,593.91
2022-09-02 09:30:00,Çaydaçıra,5013.5,514.5,203.83
2022-09-02 09:30:00,İzzetpaşa,5391.13,337.28,220.17
2022-09-02 09:30:00,Sanayi,19056.8,100.32,48.03
2022-09-02 09:30:00,Kültürpark,4894.78,669.59,6.64
2022-09-02 09:30:00,Universite,7188.43,841.1,616.88
2022-09-02 10:00:00,Çaydaçıra,4017.7,408.07,179.06
2022-09-02 10:00:00,İzzetpaşa,4735.21,361.34,189.66
2022-09-02 10:00:00,Sanayi,19453.07,141.15,51.8
2022-09-02 10:00:00,Kültürpark,5450.99,813.73,6.46
2022-09-02 10:00:00,Universite,7633.11,771.72,636.34
2022-09-02 10:30:00,Çaydaçıra,3712.04,274.43,156.15
2022-09-02 10:30:00,İzzetpaşa,3417.75,343.02,139.35
2022-09-02 10:30:00,Sanayi,18823.34,118.8,49.18
2022-09-02 10:30:00,Kültürpark,5397.82,976.04,6.61
2022-09-02 10:30:00,Universite,6348.51,860.4,588.92
2022-09-02 11:00:00,Çaydaçıra,4531.93,165.09,97.21
2022-09-02 11:00:00,İzzetpaşa,3171.77,274.23,85.62
2022-09-02 11:00:00,Sanayi,19241.5,107.91,52.81
2022-09-02 11:00:00,Kültürpark,5169.24,1174.14,7.08
2022-09-02 11:00:00,Universite,7067.19,746.65,611.47
2022-09-02 11:30:00,Çaydaçıra,4454.74,158.31,91.85
2022-09-02 11:30:00,İzzetpaşa,2607.42,207.21,77.13
2022-09-02 11:30:00,Sanayi,19773.77,119.61,49.93
2022-09-02 11:30:00,Kültürpark,4667.43,1295.57,6.75
2022-09-02 11:30:00,Universite,6898.53,780.91,626.02
2022-09-02 12:00:00,Çaydaçıra,3887.82,127.28,93.69
2022-09-02 12:00:00,İzzetpaşa,2822.61,103.41,83.58
2022-09-02 12:00:00,Sanayi,21874.09,107.45,48.03
2022-09-02 12:00:00,Kültürpark,5508.16,1578.62,7.07
2022-09-02 12:00:00,Universite,7429.6,841.14,604.36
