Tarih,Mahalle,Elektrik_Tuketim,Su_Tuketim,Dogalgaz_Tuketim,_id
2022-01-14 17:00:00,İzzetpaşa,3569.46,83.4,2639.18,6931e45a95082e6ab83f02a1
2022-01-14 17:00:00,Sanayi,23546.41,109.13,50.1,6931e45a95082e6ab83f02a2
2022-01-14 17:00:00,Kültürpark,8458.95,1109.26,10.07,6931e45a95082e6ab83f02a3
2022-01-14 17:00:00,Universite,32012.82,1870.97,4186.99,6931e45a95082e6ab83f02a4
2022-01-14 17:30:00,Çaydaçıra,5647.53,125.55,2867.88,6931e45a95082e6ab83f02a5
2022-01-14 17:30:00,İzzetpaşa,4171.92,103.79,2616.1,6931e45a95082e6ab83f02a6
2022-01-14 17:30:00,Sanayi,18659.56,96.34,45.32,6931e45a95082e6ab83f02a7
2022-01-14 17:30:00,Kültürpark,9326.76,1098.0,11.04,6931e45a95082e6ab83f02a8
2022-01-14 17:30:00,Universite,20022.34,1456.35,4600.38,6931e45a95082e6ab83f02a9
2022-01-14 18:00:00,Çaydaçıra,6235.6,162.67,2915.55,6931e45a95082e6ab83f02aa
2022-01-14 18:00:00,İzzetpaşa,4188.09,92.35,2486.12,6931e45a95082e6ab83f02ab
2022-01-14 18:00:00,Sanayi,14732.07,94.9,53.73,6931e45a95082e6ab83f02ac
2022-01-14 18:00:00,Kültürpark,11496.91,1080.75,10.76,6931e45a95082e6ab83f02ad
2022-01-14 18:00:00,Universite,16716.16,1021.17,4260.98,6931e45a95082e6ab83f02ae
2022-01-14 18:30:00,Çaydaçıra,6703.38,196.51,2732.61,6931e45a95082e6ab83f02af
2022-01-14 18:30:00,İzzetpaşa,4242.31,136.58,2573.48,6931e45a95082e6ab83f02b0
2022-01-14 18:30:00,Sanayi,13868.22,103.04,49.47,6931e45a95082e6ab83f02b1
2022-01-14 18:30:00,Kültürpark,11961.33,1118.68,9.7,6931e45a95082e6ab83f02b2
2022-01-14 18:30:00,Universite,18509.09,1200.76,4183.91,6931e45a95082e6ab83f02b3
2022-01-14 19:00:00,Çaydaçıra,6416.52,229.73,2940.34,6931e45a95082e6ab83f02b4
2022-01-14 19:00:00,İzzetpaşa,4273.87,152.6,2591.04,6931e45a95082e6ab83f02b5
2022-01-14 19:00:00,Sanayi,10870.41,105.07,46.54,6931e45a95082e6ab83f02b6
2022-01-14 19:00:00,Kültürpark,13563.62,1211.0,11.35,6931e45a95082e6ab83f02b7
2022-01-14 19:00:00,Universite,18355.14,1136.47,4256.72,6931e45a95082e6ab83f02b8
2022-01-14 19:30:00,Çaydaçıra,7741.53,214.65,2931.28,6931e45a95082e6ab83f02b9
2022-01-14 19:30:00,İzzetpaşa,5652.69,153.92,2767.5,6931e45a95082e6ab83f02ba
2022-01-14 19:30:00,Sanayi,12834.04,89.95,54.02,6931e45a95082e6ab83f02bb
2022-01-14 19:30:00,Kültürpark,11290.35,1093.09,10.27,6931e45a95082e6ab83f02bc
2022-01-14 19:30:00,Universite,14900.28,1070.45,4027.9,6931e45a95082e6ab83f02bd
2022-01-14 20:00:00,Çaydaçıra,7667.34,218.77,2638.68,6931e45a95082e6ab83f02be
2022-01-14 20:00:00,İzzetpaşa,6589.32,141.55,2620.8,6931e45a95082e6ab83f02bf
2022-01-14 20:00:00,Sanayi,13959.83,94.79,51.78,6931e45a95082e6ab83f02c0
2022-01-14 20:00:00,Kültürpark,10639.44,1269.26,9.31,6931e45a95082e6ab83f02c1
2022-01-14 20:00:00,Universite,16544.84,1032.78,4434.29,6931e45a95082e6ab83f02c2
2022-01-14 20:30:00,Çaydaçıra,7496.79,218.97,3099.1,6931e45a95082e6ab83f02c3
2022-01-14 20:30:00,İzzetpaşa,5208.78,145.18,2386.09,6931e45a95082e6ab83f02c4
2022-01-14 20:30:00,Sanayi,12865.55,89.19,51.09,6931e45a95082e6ab83f02c5
2022-01-14 20:30:00,Kültürpark,11581.94,1125.15,10.35,6931e45a95082e6ab83f02c6
2022-01-14 20:30:00,Universite,13981.05,948.38,4120.73,6931e45a95082e6ab83f02c7
2022-01-14 21:00:00,Çaydaçıra,6691.35,193.83,2813.59,6931e45a95082e6ab83f02c8
2022-01-14 21:00:00,İzzetpaşa,5384.59,164.28,2672.66,6931e45a95082e6ab83f02c9
2022-01-14 21:00:00,Sanayi,13439.6,85.73,52.44,6931e45a95082e6ab83f02ca
2022-01-14 21:00:00,Kültürpark,11141.72,1095.1,11.15,6931e45a95082e6ab83f02cb
2022-01-14 21:00:00,Universite,15921.03,767.98,4280.88,6931e45a95082e6ab83f02cc
2022-01-14 21:30:00,Çaydaçıra,6686.61,199.43,3007.28,6931e45a95082e6ab83f02cd
2022-01-14 21:30:00,İzzetpaşa,5045.92,140.64,2482.82,6931e45a95082e6ab83f02ce
2022-01-14 21:30:00,Sanayi,13375.46,93.62,50.32,6931e45a95082e6ab83f02cf
2022-01-14 21:30:00,Kültürpark,11617.03,878.25,10.92,6931e45a95082e6ab83f02d0
2022-01-14 21:30:00,Universite,14312.74,847.36,4112.78,6931e45a95082e6ab83f02d1
2022-01-14 22:00:00,Çaydaçıra,5339.15,154.81,3217.52,6931e45a95082e6ab83f02d2
2022-01-14 22:00:00,İzzetpaşa,4334.86,115.67,2441.67,6931e45a95082e6ab83f02d3
2022-01-14 22:00:00,Sanayi,12601.54,96.11,49.6,6931e45a95082e6ab83f02d4
2022-01-14 22:00:00,Kültürpark,12864.37,904.82,10.86,6931e45a95082e6ab83f02d5
2022-01-14 22:00:00,Universite,13877.31,725.39,3901.16,6931e45a95082e6ab83f02d6
2022-01-14 22:30:00,Çaydaçıra,5567.91,142.32,2914.31,6931e45a95082e6ab83f02d7
2022-01-14 22:30:00,İzzetpaşa,3943.49,99.81,2665.41,6931e45a95082e6ab83f02d8
2022-01-14 22:30:00,Sanayi,13362.37,96.79,51.3,6931e45a95082e6ab83f02d9
2022-01-14 22:30:00,Kültürpark,13292.89,987.65,11.13,6931e45a95082e6ab83f02da
2022-01-14 22:30:00,Universite,17091.63,781.61,4445.72,6931e45a95082e6ab83f02db
2022-01-14 23:00:00,Çaydaçıra,4961.27,111.48,2743.18,6931e45a95082e6ab83f02dc
2022-01-14 23:00:00,İzzetpaşa,3881.63,76.86,2547.07,6931e45a95082e6ab83f02dd
2022-01-14 23:00:00,Sanayi,12147.17,90.14,49.08,6931e45a95082e6ab83f02de
2022-01-14 23:00:00,Kültürpark,11454.38,909.25,10.49,6931e45a95082e6ab83f02df
2022-01-14 23:00:00,Universite,15318.88,645.11,4531.78,6931e45a95082e6ab83f02e0
2022-01-14 23:30:00,Çaydaçıra,3565.74,74.75,2778.62,6931e45a95082e6ab83f02e1
2022-01-14 23:30:00,İzzetpaşa,2993.8,56.83,2458.12,6931e45a95082e6ab83f02e2
2022-01-14 23:30:00,Sanayi,11203.8,90.19,53.17,6931e45a95082e6ab83f02e3
2022-01-14 23:30:00,Kültürpark,11159.98,805.41,9.78,6931e45a95082e6ab83f02e4
2022-01-14 23:30:00,Universite,16889.28,667.61,4403.9,6931e45a95082e6ab83f02e5
2022-01-15 00:00:00,Çaydaçıra,4066.66,68.03,3496.84,6931e45a95082e6ab83f02e6
2022-01-15 00:00:00,İzzetpaşa,2698.29,56.5,3021.19,6931e45a95082e6ab83f02e7
2022-01-15 00:00:00,Sanayi,15074.16,72.47,48.16,6931e45a95082e6ab83f02e8
2022-01-15 00:00:00,Kültürpark,4301.06,843.5,12.61,6931e45a95082e6ab83f02e9
2022-01-15 00:00:00,Universite,17625.88,518.81,4304.98,6931e45a95082e6ab83f02ea
2022-01-15 00:30:00,Çaydaçıra,3216.96,67.64,3443.9,6931e45a95082e6ab83f02eb
2022-01-15 00:30:00,İzzetpaşa,2622.63,50.58,3059.48,6931e45a95082e6ab83f02ec
2022-01-15 00:30:00,Sanayi,14907.97,86.61,47.01,6931e45a95082e6ab83f02ed
2022-01-15 00:30:00,Kültürpark,4758.1,832.75,13.93,6931e45a95082e6ab83f02ee
2022-01-15 00:30:00,Universite,16092.67,530.08,4208.74,6931e45a95082e6ab83f02ef
2022-01-15 01:00:00,Çaydaçıra,3179.68,56.97,3336.78,6931e45a95082e6ab83f02f0
2022-01-15 01:00:00,İzzetpaşa,2660.07,41.66,3186.28,6931e45a95082e6ab83f02f1
2022-01-15 01:00:00,Sanayi,13193.79,82.32,46.93,6931e45a95082e6ab83f02f2
2022-01-15 01:00:00,Kültürpark,4851.19,916.3,14.57,6931e45a95082e6ab83f02f3
2022-01-15 01:00:00,Universite,15134.91,571.66,4299.16,6931e45a95082e6ab83f02f4
2022-01-15 01:30:00,Çaydaçıra,3439.34,55.39,3320.37,6931e45a95082e6ab83f02f5
2022-01-15 01:30:00,İzzetpaşa,2144.98,38.18,2773.36,6931e45a95082e6ab83f02f6
2022-01-15 01:30:00,Sanayi,14737.5,94.35,46.84,6931e45a95082e6ab83f02f7
2022-01-15 01:30:00,Kültürpark,5498.64,1048.72,14.62,6931e45a95082e6ab83f02f8
2022-01-15 01:30:00,Universite,15568.99,495.64,4765.25,6931e45a95082e6ab83f02f9
2022-01-15 02:00:00,Çaydaçıra,3003.7,47.13,3530.34,6931e45a95082e6ab83f02fa
2022-01-15 02:00:00,İzzetpaşa,2222.38,38.46,2828.23,6931e45a95082e6ab83f02fb
2022-01-15 02:00:00,Sanayi,12817.88,72.02,54.11,6931e45a95082e6ab83f02fc
2022-01-15 02:00:00,Kültürpark,5559.97,855.83,14.27,6931e45a95082e6ab83f02fd
2022-01-15 02:00:00,Universite,16324.9,571.02,4227.25,6931e45a95082e6ab83f02fe
2022-01-15 02:30:00,Çaydaçıra,2539.09,44.79,3145.36,6931e45a95082e6ab83f02ff
2022-01-15 02:30:00,İzzetpaşa,2113.54,30.36,2979.43,6931e45a95082e6ab83f0300
2022-01-15 02:30:00,Sanayi,12523.39,84.53,49.67,6931e45a95082e6ab83f0301
2022-01-15 02:30:00,Kültürpark,6153.22,1055.49,11.97,6931e45a95082e6ab83f0302
2022-01-15 02:30:00,Universite,15549.95,565.58,4464.41,6931e45a95082e6ab83f0303
2022-01-15 03:00:00,Çaydaçıra,2688.77,36.86,3407.11,6931e45a95082e6ab83f0304
2022-01-15 03:00:00,İzzetpaşa,1787.06,30.82,2931.79,6931e45a95082e6ab83f0305
2022-01-15 03:00:00,Sanayi,13930.38,73.77,49.24,6931e45a95082e6ab83f0306
2022-01-15 03:00:00,Kültürpark,5862.15,1109.61,14.92,6931e45a95082e6ab83f0307
2022-01-15 03:00:00,Universite,15678.52,543.53,4161.96,6931e45a95082e6ab83f0308
2022-01-15 03:30:00,Çaydaçıra,2312.8,40.71,3001.14,6931e45a95082e6ab83f0309
2022-01-15 03:30:00,İzzetpaşa,1842.38,24.01,2770.04,6931e45a95082e6ab83f030a
2022-01-15 03:30:00,Sanayi,14850.35,80.54,49.6,6931e45a95082e6ab83f030b
2022-01-15 03:30:00,Kültürpark,6169.61,1086.27,12.75,6931e45a95082e6ab83f030c
2022-01-15 03:30:00,Universite,16303.26,478.59,4129.08,6931e45a95082e6ab83f030d
2022-01-15 04:00:00,Çaydaçıra,2171.05,27.2,3074.86,6931e45a95082e6ab83f030e
2022-01-15 04:00:00,İzzetpaşa,1317.85,22.88,2876.8,6931e45a95082e6ab83f030f
2022-01-15 04:00:00,Sanayi,13146.16,84.85,50.27,6931e45a95082e6ab83f0310
2022-01-15 04:00:00,Kültürpark,6289.72,1088.81,13.97,6931e45a95082e6ab83f0311
2022-01-15 04:00:00,Universite,16640.65,464.46,4157.75,6931e45a95082e6ab83f0312
2022-01-15 04:30:00,Çaydaçıra,1823.77,30.64,3599.61,6931e45a95082e6ab83f0313
2022-01-15 04:30:00,İzzetpaşa,1310.73,19.7,2806.84,6931e45a95082e6ab83f0314
2022-01-15 04:30:00,Sanayi,15555.87,97.93,52.01,6931e45a95082e6ab83f0315
2022-01-15 04:30:00,Kültürpark,6515.18,1160.19,11.43,6931e45a95082e6ab83f0316
2022-01-15 04:30:00,Universite,13785.88,494.81,4077.86,6931e45a95082e6ab83f0317
2022-01-15 05:00:00,Çaydaçıra,1679.37,22.26,3416.43,6931e45a95082e6ab83f0318
2022-01-15 05:00:00,İzzetpaşa,1254.4,18.09,2882.94,6931e45a95082e6ab83f0319
2022-01-15 05:00:00,Sanayi,15273.8,68.51,53.12,6931e45a95082e6ab83f031a
2022-01-15 05:00:00,Kültürpark,7160.53,1087.76,12.99,6931e45a95082e6ab83f031b
2022-01-15 05:00:00,Universite,14583.24,539.99,4599.53,6931e45a95082e6ab83f031c
2022-01-15 05:30:00,Çaydaçıra,1603.99,23.29,3775.57,6931e45a95082e6ab83f031d
2022-01-15 05:30:00,İzzetpaşa,1284.14,15.05,2867.3,6931e45a95082e6ab83f031e
2022-01-15 05:30:00,Sanayi,13268.74,81.61,48.91,6931e45a95082e6ab83f031f
2022-01-15 05:30:00,Kültürpark,6913.82,1172.97,14.04,6931e45a95082e6ab83f0320
2022-01-15 05:30:00,Universite,16433.32,584.24,4296.68,6931e45a95082e6ab83f0321
2022-01-15 06:00:00,Çaydaçıra,1431.72,15.31,3396.23,6931e45a95082e6ab83f0322
2022-01-15 06:00:00,İzzetpaşa,970.17,12.81,3029.89,6931e45a95082e6ab83f0323
2022-01-15 06:00:00,Sanayi,13075.89,92.58,54.97,6931e45a95082e6ab83f0324
2022-01-15 06:00:00,Kültürpark,7129.05,1221.04,12.79,6931e45a95082e6ab83f0325
2022-01-15 06:00:00,Universite,14884.92,527.18,4103.08,6931e45a95082e6ab83f0326
2022-01-15 06:30:00,Çaydaçıra,2000.86,51.9,3296.4,6931e45a95082e6ab83f0327
2022-01-15 06:30:00,İzzetpaşa,1757.22,45.52,3044.96,6931e45a95082e6ab83f0328
2022-01-15 06:30:00,Sanayi,12320.18,83.39,50.5,6931e45a95082e6ab83f0329
2022-01-15 06:30:00,Kültürpark,8272.99,1187.15,12.4,6931e45a95082e6ab83f032a
2022-01-15 06:30:00,Universite,15659.68,496.65,4236.43,6931e45a95082e6ab83f032b
2022-01-15 07:00:00,Çaydaçıra,2864.83,102.87,3466.28,6931e45a95082e6ab83f032c
2022-01-15 07:00:00,İzzetpaşa,2173.96,76.8,3004.62,6931e45a95082e6ab83f032d
2022-01-15 07:00:00,Sanayi,13630.65,79.31,49.93,6931e45a95082e6ab83f032e
2022-01-15 07:00:00,Kültürpark,9583.42,1390.5,13.95,6931e45a95082e6ab83f032f
2022-01-15 07:00:00,Universite,15712.97,537.96,4752.21,6931e45a95082e6ab83f0330
2022-01-15 07:30:00,Çaydaçıra,4343.54,119.15,3646.48,6931e45a95082e6ab83f0331
2022-01-15 07:30:00,İzzetpaşa,3217.55,101.36,2840.64,6931e45a95082e6ab83f0332
2022-01-15 07:30:00,Sanayi,12662.18,92.15,50.04,6931e45a95082e6ab83f0333
2022-01-15 07:30:00,Kültürpark,10548.37,1310.05,13.52,6931e45a95082e6ab83f0334
2022-01-15 07:30:00,Universite,16146.11,486.38,4242.96,6931e45a95082e6ab83f0335
2022-01-15 08:00:00,Çaydaçıra,4749.27,199.6,3399.41,6931e45a95082e6ab83f0336
2022-01-15 08:00:00,İzzetpaşa,4302.76,127.92,3011.72,6931e45a95082e6ab83f0337
2022-01-15 08:00:00,Sanayi,12998.24,98.42,55.24,6931e45a95082e6ab83f0338
2022-01-15 08:00:00,Kültürpark,12535.04,1233.83,12.23,6931e45a95082e6ab83f0339
2022-01-15 08:00:00,Universite,15833.23,502.62,4152.35,6931e45a95082e6ab83f033a
2022-01-15 08:30:00,Çaydaçıra,4816.45,235.91,3486.04,6931e45a95082e6ab83f033b
2022-01-15 08:30:00,İzzetpaşa,3294.92,157.64,3124.89,6931e45a95082e6ab83f033c
2022-01-15 08:30:00,Sanayi,10705.49,95.83,45.39,6931e45a95082e6ab83f033d
2022-01-15 08:30:00,Kültürpark,12276.23,1419.64,12.8,6931e45a95082e6ab83f033e
2022-01-15 08:30:00,Universite,15384.63,554.46,4338.74,6931e45a95082e6ab83f033f
2022-01-15 09:00:00,Çaydaçıra,5501.68,272.84,3520.24,6931e45a95082e6ab83f0340
2022-01-15 09:00:00,İzzetpaşa,3736.5,170.65,3198.05,6931e45a95082e6ab83f0341
2022-01-15 09:00:00,Sanayi,12732.53,96.14,51.82,6931e45a95082e6ab83f0342
2022-01-15 09:00:00,Kültürpark,11789.23,1369.2,13.26,6931e45a95082e6ab83f0343
2022-01-15 09:00:00,Universite,16198.62,494.02,4032.31,6931e45a95082e6ab83f0344
2022-01-15 09:30:00,Çaydaçıra,5091.62,283.97,3135.44,6931e45a95082e6ab83f0345
2022-01-15 09:30:00,İzzetpaşa,3593.34,211.38,2811.26,6931e45a95082e6ab83f0346
2022-01-15 09:30:00,Sanayi,14956.34,94.61,51.62,6931e45a95082e6ab83f0347
2022-01-15 09:30:00,Kültürpark,15307.34,1379.23,13.68,6931e45a95082e6ab83f0348
2022-01-15 09:30:00,Universite,15397.26,550.09,4330.91,6931e45a95082e6ab83f0349
2022-01-15 10:00:00,Çaydaçıra,5074.78,288.85,3189.03,6931e45a95082e6ab83f034a
2022-01-15 10:00:00,İzzetpaşa,3308.84,245.34,3009.06,6931e45a95082e6ab83f034b
2022-01-15 10:00:00,Sanayi,11484.75,93.8,46.81,6931e45a95082e6ab83f034c
2022-01-15 10:00:00,Kültürpark,12297.62,1359.41,13.31,6931e45a95082e6ab83f034d
2022-01-15 10:00:00,Universite,16486.54,568.74,4462.73,6931e45a95082e6ab83f034e
2022-01-15 10:30:00,Çaydaçıra,5517.22,288.73,3165.22,6931e45a95082e6ab83f034f
2022-01-15 10:30:00,İzzetpaşa,3331.67,256.77,2968.14,6931e45a95082e6ab83f0350
2022-01-15 10:30:00,Sanayi,13200.4,88.06,50.79,6931e45a95082e6ab83f0351
2022-01-15 10:30:00,Kültürpark,14562.19,1382.83,13.28,6931e45a95082e6ab83f0352
2022-01-15 10:30:00,Universite,17209.39,524.02,4179.22,6931e45a95082e6ab83f0353
2022-01-15 11:00:00,Çaydaçıra,4338.84,330.04,3148.6,6931e45a95082e6ab83f0354
2022-01-15 11:00:00,İzzetpaşa,4077.39,292.14,2972.78,6931e45a95082e6ab83f0355
2022-01-15 11:00:00,Sanayi,12985.05,106.25,51.52,6931e45a95082e6ab83f0356
2022-01-15 11:00:00,Kültürpark,13781.17,1242.04,13.25,6931e45a95082e6ab83f0357
2022-01-15 11:00:00,Universite,17162.22,490.56,4048.02,6931e45a95082e6ab83f0358
2022-01-15 11:30:00,Çaydaçıra,4944.23,364.29,3125.49,6931e45a95082e6ab83f0359
2022-01-15 11:30:00,İzzetpaşa,3695.4,236.6,2947.24,6931e45a95082e6ab83f035a
2022-01-15 11:30:00,Sanayi,13616.94,86.0,52.34,6931e45a95082e6ab83f035b
2022-01-15 11:30:00,Kültürpark,13525.42,1246.71,14.02,6931e45a95082e6ab83f035c
2022-01-15 11:30:00,Universite,15024.86,528.89,4196.71,6931e45a95082e6ab83f035d
2022-01-15 12:00:00,Çaydaçıra,5273.97,251.49,3227.6,6931e45a95082e6ab83f035e
2022-01-15 12:00:00,İzzetpaşa,2967.44,169.55,2593.79,6931e45a95082e6ab83f035f
2022-01-15 12:00:00,Sanayi,13833.78,99.82,53.09,6931e45a95082e6ab83f0360
2022-01-15 12:00:00,Kültürpark,13132.52,1154.43,12.9,6931e45a95082e6ab83f0361
2022-01-15 12:00:00,Universite,15702.09,616.33,4160.82,6931e45a95082e6ab83f0362
2022-01-15 12:30:00,Çaydaçıra,4533.39,169.97,3163.57,6931e45a95082e6ab83f0363
2022-01-15 12:30:00,İzzetpaşa,3850.04,149.2,2634.64,6931e45a95082e6ab83f0364
2022-01-15 12:30:00,Sanayi,14965.49,94.1,51.12,6931e45a95082e6ab83f0365
2022-01-15 12:30:00,Kültürpark,12286.53,1331.88,13.7,6931e45a95082e6ab83f0366
2022-01-15 12:30:00,Universite,16853.31,612.67,4312.07,6931e45a95082e6ab83f0367
2022-01-15 13:00:00,Çaydaçıra,5350.72,121.06,3320.1,6931e45a95082e6ab83f0368
2022-01-15 13:00:00,İzzetpaşa,3751.23,102.4,3149.25,6931e45a95082e6ab83f0369
2022-01-15 13:00:00,Sanayi,14037.87,86.41,54.77,6931e45a95082e6ab83f036a
2022-01-15 13:00:00,Kültürpark,14200.16,1124.28,12.91,6931e45a95082e6ab83f036b
2022-01-15 13:00:00,Universite,11829.57,538.69,4484.1,6931e45a95082e6ab83f036c
2022-01-15 13:30:00,Çaydaçıra,5283.41,146.16,3279.5,6931e45a95082e6ab83f036d
2022-01-15 13:30:00,İzzetpaşa,3711.3,88.81,2964.54,6931e45a95082e6ab83f036e
2022-01-15 13:30:00,Sanayi,13655.66,95.45,49.13,6931e45a95082e6ab83f036f
2022-01-15 13:30:00,Kültürpark,15896.56,1213.94,14.59,6931e45a95082e6ab83f0370
2022-01-15 13:30:00,Universite,15053.44,543.18,4344.28,6931e45a95082e6ab83f0371
2022-01-15 14:00:00,Çaydaçıra,5117.39,127.42,3140.86,6931e45a95082e6ab83f0372
2022-01-15 14:00:00,İzzetpaşa,3569.54,87.86,2843.22,6931e45a95082e6ab83f0373
2022-01-15 14:00:00,Sanayi,13521.94,78.8,48.12,6931e45a95082e6ab83f0374
2022-01-15 14:00:00,Kültürpark,16387.99,1417.46,14.33,6931e45a95082e6ab83f0375
2022-01-15 14:00:00,Universite,15203.86,547.4,4159.37,6931e45a95082e6ab83f0376
2022-01-15 14:30:00,Çaydaçıra,4832.65,129.73,3193.33,6931e45a95082e6ab83f0377
2022-01-15 14:30:00,İzzetpaşa,3827.3,91.13,2923.31,6931e45a95082e6ab83f0378
2022-01-15 14:30:00,Sanayi,13643.54,86.91,51.8,6931e45a95082e6ab83f0379
2022-01-15 14:30:00,Kültürpark,16186.99,1460.74,12.98,6931e45a95082e6ab83f037a
2022-01-15 14:30:00,Universite,16694.65,571.55,4277.41,6931e45a95082e6ab83f037b
2022-01-15 15:00:00,Çaydaçıra,5380.05,125.44,3265.09,6931e45a95082e6ab83f037c
2022-01-15 15:00:00,İzzetpaşa,4173.77,99.79,2857.08,6931e45a95082e6ab83f037d
2022-01-15 15:00:00,Sanayi,14343.08,76.79,51.78,6931e45a95082e6ab83f037e
2022-01-15 15:00:00,Kültürpark,18347.75,1352.09,14.44,6931e45a95082e6ab83f037f
2022-01-15 15:00:00,Universite,14669.66,521.4,4403.35,6931e45a95082e6ab83f0380
2022-01-15 15:30:00,Çaydaçıra,5441.32,133.54,3086.89,6931e45a95082e6ab83f0381
2022-01-15 15:30:00,İzzetpaşa,3740.23,110.14,2653.07,6931e45a95082e6ab83f0382
2022-01-15 15:30:00,Sanayi,14288.31,98.88,51.59,6931e45a95082e6ab83f0383
2022-01-15 15:30:00,Kültürpark,16427.96,1198.06,13.14,6931e45a95082e6ab83f0384
2022-01-15 15:30:00,Universite,15725.95,567.83,4187.42,6931e45a95082e6ab83f0385
2022-01-15 16:00:00,Çaydaçıra,5138.54,122.42,3148.92,6931e45a95082e6ab83f0386
2022-01-15 16:00:00,İzzetpaşa,4501.46,86.11,3019.34,6931e45a95082e6ab83f0387
2022-01-15 16:00:00,Sanayi,14560.87,93.44,49.13,6931e45a95082e6ab83f0388
2022-01-15 16:00:00,Kültürpark,16542.41,1444.35,13.69,6931e45a95082e6ab83f0389
2022-01-15 16:00:00,Universite,16181.2,550.56,3993.84,6931e45a95082e6ab83f038a
2022-01-15 16:30:00,Çaydaçıra,5490.22,122.63,3347.79,6931e45a95082e6ab83f038b
2022-01-15 16:30:00,İzzetpaşa,4246.29,83.73,2876.9,6931e45a95082e6ab83f038c
2022-01-15 16:30:00,Sanayi,15535.62,87.42,50.3,6931e45a95082e6ab83f038d
2022-01-15 16:30:00,Kültürpark,15330.1,1449.87,13.63,6931e45a95082e6ab83f038e
2022-01-15 16:30:00,Universite,13162.3,584.66,4223.89,6931e45a95082e6ab83f038f
2022-01-15 17:00:00,Çaydaçıra,5579.26,134.46,3446.6,6931e45a95082e6ab83f0390
2022-01-15 17:00:00,İzzetpaşa,3882.42,77.58,3067.38,6931e45a95082e6ab83f0391
2022-01-15 17:00:00,Sanayi,15452.08,101.08,49.8,6931e45a95082e6ab83f0392
2022-01-15 17:00:00,Kültürpark,15953.18,1313.7,13.13,6931e45a95082e6ab83f0393
2022-01-15 17:00:00,Universite,14805.14,516.68,4572.09,6931e45a95082e6ab83f0394
2022-01-15 17:30:00,Çaydaçıra,6814.04,157.45,3235.68,6931e45a95082e6ab83f0395
2022-01-15 17:30:00,İzzetpaşa,3370.42,116.3,2947.39,6931e45a95082e6ab83f0396
2022-01-15 17:30:00,Sanayi,14827.83,91.84,49.93,6931e45a95082e6ab83f0397
2022-01-15 17:30:00,Kültürpark,16885.09,1429.51,12.98,6931e45a95082e6ab83f0398
2022-01-15 17:30:00,Universite,15815.79,524.95,4045.8,6931e45a95082e6ab83f0399
2022-01-15 18:00:00,Çaydaçıra,6955.49,179.32,3449.44,6931e45a95082e6ab83f039a
2022-01-15 18:00:00,İzzetpaşa,4823.47,132.01,3100.51,6931e45a95082e6ab83f039b
2022-01-15 18:00:00,Sanayi,14641.1,90.63,50.78,6931e45a95082e6ab83f039c
2022-01-15 18:00:00,Kültürpark,18287.06,1329.05,13.06,6931e45a95082e6ab83f039d
2022-01-15 18:00:00,Universite,16174.03,509.75,4309.49,6931e45a95082e6ab83f039e
2022-01-15 18:30:00,Çaydaçıra,7257.49,203.25,3373.65,6931e45a95082e6ab83f039f
2022-01-15 18:30:00,İzzetpaşa,5928.49,181.92,3159.21,6931e45a95082e6ab83f03a0
2022-01-15 18:30:00,Sanayi,14104.41,91.45,49.4,6931e45a95082e6ab83f03a1
2022-01-15 18:30:00,Kültürpark,16270.18,1337.95,12.32,6931e45a95082e6ab83f03a2
2022-01-15 18:30:00,Universite,17157.68,534.34,4571.39,6931e45a95082e6ab83f03a3
2022-01-15 19:00:00,Çaydaçıra,9056.7,218.91,3623.89,6931e45a95082e6ab83f03a4
2022-01-15 19:00:00,İzzetpaşa,6852.76,179.02,3245.35,6931e45a95082e6ab83f03a5
2022-01-15 19:00:00,Sanayi,14354.2,88.71,53.63,6931e45a95082e6ab83f03a6
2022-01-15 19:00:00,Kültürpark,15749.15,1284.94,13.83,6931e45a95082e6ab83f03a7
2022-01-15 19:00:00,Universite,13954.04,497.84,4319.51,6931e45a95082e6ab83f03a8
2022-01-15 19:30:00,Çaydaçıra,8830.57,266.44,3295.9,6931e45a95082e6ab83f03a9
2022-01-15 19:30:00,İzzetpaşa,5582.05,174.84,2932.89,6931e45a95082e6ab83f03aa
2022-01-15 19:30:00,Sanayi,13167.62,74.5,48.39,6931e45a95082e6ab83f03ab
2022-01-15 19:30:00,Kültürpark,15794.92,1413.07,14.25,6931e45a95082e6ab83f03ac
2022-01-15 19:30:00,Universite,14243.27,471.08,4131.25,6931e45a95082e6ab83f03ad
2022-01-15 20:00:00,Çaydaçıra,8821.78,264.41,3491.24,6931e45a95082e6ab83f03ae
2022-01-15 20:00:00,İzzetpaşa,6619.77,188.62,2904.45,6931e45a95082e6ab83f03af
2022-01-15 20:00:00,Sanayi,13906.55,93.4,44.74,6931e45a95082e6ab83f03b0
2022-01-15 20:00:00,Kültürpark,12793.2,1320.03,14.92,6931e45a95082e6ab83f03b1
2022-01-15 20:00:00,Universite,14435.96,547.57,4362.09,6931e45a95082e6ab83f03b2
2022-01-15 20:30:00,Çaydaçıra,8399.25,255.8,3238.48,6931e45a95082e6ab83f03b3
2022-01-15 20:30:00,İzzetpaşa,6225.14,175.27,3013.04,6931e45a95082e6ab83f03b4
2022-01-15 20:30:00,Sanayi,13360.3,80.71,50.1,6931e45a95082e6ab83f03b5
